,title_g,description_g,manufacturer_g,price_g,id_g
508,merriam-webster's dictionary (win/mac) (jewel case) (10462),merriam-webster's dictionary (win/mac) (jewel case) brand: fogware publishing mpn: 10462 variant name: merriam-webster's dictionary (win/mac) (jewel case),,9.59,http://www.google.com/base/feeds/snippets/10282477376383378142
509,merriam-webster english dictionary (win 2000 xp/mac 10.3.8 or later),merriam-webster's dictionary is a handy reliable and authoritative dictionary of the words most frequently used in english. includes the merriam-webster thesaurus.features:70000 clear concise definitionsthesaurus features 157000 entriesmultiple ...,,9.99,http://www.google.com/base/feeds/snippets/13727078323480476968
510,elementary school english - literature basics (pc/mac) fogware,learn analytical and expository and sensory and descriptive writing through classic works of literature. study greek mythology including myths legends and gods. system requirements: windows 2000/xp sound card cd drive mac os x ...,,9.99,http://www.google.com/base/feeds/snippets/10105070429318394420
511,elementary school space - the universe (pc/mac) fogware,take a closer look at the planets and mdash;their moons and distinguishing features of each the sun and stars constellations sunspots the greenhouse effect photosynthesis and the universe including comets meteors galaxies and amp; black ...,,9.99,http://www.google.com/base/feeds/snippets/11404711258824251475
512,high school - world history (pc/mac) fogware,key features: world history for mac and pc ...,,9.99,http://www.google.com/base/feeds/snippets/9505595690175506725
513,enfocus software pp7.0-u1-001 - pitstop pro 7.0 upgr - 5.x or below,enfocus software pp7.0-u1-001 : enfocus software pitstop pro 7.0 upgr - 5.x or below - pp7.0-u1-001,,257.97,http://www.google.com/base/feeds/snippets/10542539041826323398
514,enfocus software pp7.0-sg-001 - pitstop pro 7.0,enfocus software pp7.0-sg-001 : enfocus software pitstop pro 7.0 - pp7.0-sg-001,,558.97,http://www.google.com/base/feeds/snippets/14235968984166622494
515,enfocus software pp7.0-ug-001 - pitstop pro 7.0 upgr - 6.x or higher,enfocus software pp7.0-ug-001 : enfocus software pitstop pro 7.0 upgr - 6.x or higher - pp7.0-ug-001,,171.97,http://www.google.com/base/feeds/snippets/6320757184409585395
516,wingnuts 2: raina's revenge,system requirements: mac os x 10.4+ g4/g5/intel 800+ mhz cpu 512 mb ram 32 mb video card 950 mb hard drive space,,28.99,http://www.google.com/base/feeds/snippets/13255609368261584070
517,iplaymusic beginner guitar lessons mac,system requirements: macintosh computer with a powerpc g4 powerpc g5 or intel core processor 733 mhz or faster 512 mb ram garageband 3 or later required to use the included garageband projects mac os x v10.3.9 or v10.4.3 or later v10.4.4 ...,,44.95,http://www.google.com/base/feeds/snippets/9342175169264415955
518,me too software i transfer dvds 2 ipod,,,29.99,http://www.google.com/base/feeds/snippets/4436087621332035022
519,sage (ptree) premium accounting for manufacturing 2007 multi-user,peachtree by sage premium accounting for manufacturing 2007 multi-user value pack provides 5-named user access with screen-level access control advanced accounting and analysis tools and manufacturing-specific reports. premium features include ...,,1180.37,http://www.google.com/base/feeds/snippets/18073883319223617218
520,sage (ptree) premium accounting accountants edition 2007,peachtree by sage premium accounting 2007 ? accountants? edition provides advanced business tools to help accountants serve their clients using peachtree 2007 products. it has a multi-user option*. (*see www.peachtree.com/disclosures for details.),,492.01,http://www.google.com/base/feeds/snippets/16862951998092117648
521,sage (ptree) - vernfp2007rt - premium accounting for nonprofits 2007,if you're like most nonprofit organizations you're constantly striving to maximize each and every dollar of your annual operating budget. peachtree premium accounting for nonprofits 2007 is the affordable easy to use accounting solution that pro,,590.35,http://www.google.com/base/feeds/snippets/18441188461196475272
522,print workshop 2007 (pc) valusoft,key features: photo editing burn photo cds and dvds scrapbooks and projects improved web publishing ...,,19.99,http://www.google.com/base/feeds/snippets/13264093951540339583
523,kaplan sat/act/psat express,kaplan has helped more than 3 million students score higher on admission exams and get into the nation's top colleges and universities. our effective program of practice review and test-taking strategies has made higher score sat/act/psat the best,,9.99,http://www.google.com/base/feeds/snippets/18384280629938052082
524,allume checkit system performance suite,system requirements intel or ppc based mac. (techtool platinum is universal binary) mac os x 10.3.9 or newer (10.4 required for techtool platinum 4.5.1 a disk image of 4.1.1 is included for 10.3.9 compatibility) dvd drive,,84.99,http://www.google.com/base/feeds/snippets/13825743693732119715
525,allume aquazone bass edition,mac os x 10.3 or newer; 256 mb ram; 100 mb available disk space; monitor supporting ?millions? of colors.,,19.99,http://www.google.com/base/feeds/snippets/14792132642669527606
526,sage software peachtree complete accounting 2007 software for windows tax & finance software,peachtree complete accounting 2007 software for windows the peachtree complete accounting 2007 software for windows from sage software is an accounting software solution designed for businesses with accounting payroll and inventory needs. the ...,,249.95,http://www.google.com/base/feeds/snippets/1263381651905806931
527,sage software peachtree pro accounting 2007 software for windows tax & finance software,peachtree pro accounting 2007 software for windows the peachtree pro accounting 2007 software for windows from sage software is an accounting software solution designed for small businesses with basic accounting payroll and inventory needs. the ...,,159.95,http://www.google.com/base/feeds/snippets/15318442980556593434
528,computrace lojack for laptops - 1 yr subscription,refuse to be a victim of crime: fact: your laptop has a 1 in 10 chance of being lost or stolen this year. fact: according to fbi estimates the second most common crime just after identity theft is laptop theft. each year 2 million notebook ...,,45.99,http://www.google.com/base/feeds/snippets/11524039735478682676
529,absolute software lfl-m2-12 - computrace lojack for laptops - 1 year license - mac 10.2 or higher,absolute software lfl-m2-12 : a laptop is stolen every 53 seconds and according to the fbi 97% are never recovered. laptops are taken from coffee shops hotel rooms and automobiles every day. losing your laptop is costly even devastating when you ...,,44.97,http://www.google.com/base/feeds/snippets/2448830856693653081
530,topics entertainment snap! hair styler studio,try on the new look you've always wanted! snap a digital photo of yourself then unleash your imagination with this virtual beauty salon. experiment with hairstyles makeup eyewear jewelry and more! system requirements: for windows: <l,,3.44,http://www.google.com/base/feeds/snippets/18135578158357182921
531,daylite v3.0 - marketcircle (mac 10.4 or later),designed for the unique needs of mac-based businesses of 1-50 people daylite3 is a new generation of productivity management software. daylite3 s time-saving features include shared calendars seamless integration with apple mail project and ...,,149.0,http://www.google.com/base/feeds/snippets/13759883185832377445
532,marketcircle daylite 3 customer relationship management crm,system requirements mac os x v10.3.9 or later (v10.4.5 recommended) 1ghz g4 processor or higher (universal binary supported) 768mb ram 150mb free hard-disk space 1024x768 or higher screen resolution cd-rom drive for installation,,125.99,http://www.google.com/base/feeds/snippets/6490413833919329208
533,e-mu beat garden x for emulator x and proteus x software modules sounds for software,beat garden x - collection of cutting edge techno and dance instruments with acoustic instruments and percussion for emulator x and proteus x software modules techno synth construction yard x from e-mu is a sound set which combines techno and dance ...,,69.99,http://www.google.com/base/feeds/snippets/2454405441197407300
534,encore software 10593 - encore tlc clue finders math learning system 2007 - complete product - educational - 1 user - complete product - standard - pc mac,encore software 10593 : build a bevy of sharp math skills as you trek high in the himalayas with the cluefinders! they're on a quest to find missing ancient treasures and they need your sharp wits to hunt for clues. from purchasing supplies in the ...,,17.97,http://www.google.com/base/feeds/snippets/9859735236279839568
535,encore software 10566 - encore hoyle card games 2005 - complete product - sports game - 1 user - complete product - standard - pc,encore software 10566 : step up to the best deal in town and test your skill. shuffle the cards and deal yourself in to the greatest card games of all time. hoyle drops you right into the action with over 70 classic games official rules tips and ...,,17.97,http://www.google.com/base/feeds/snippets/6426816868919758079
536,encore software 10118 - adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software 10118 : encore software adventure workshop 4th-6th grade 7th ed sb cs by riverdeep - 10118,,17.97,http://www.google.com/base/feeds/snippets/5515688203820371988
537,encore software 10652 - web.com site builder & hosting suite sb by web.com,encore software 10652 : encore software web.com site builder & hosting suite sb by web.com - 10652,,41.97,http://www.google.com/base/feeds/snippets/6596219200360663289
538,palo alto software business plan pro 2007,business plan pro 2007 is the 1 selling business planning software providing everything you need to produce a profession business plan that gets results. system requirements: cd-rom enclosed (no cd-rom with download only ord,,88.83,http://www.google.com/base/feeds/snippets/16952776452110398384
539,palo alto software bppx - palo alto business plan 2007 pro - complete product - business planning - 1 user - complete product - standard - pc,palo alto software bppx : business plan pro 2007 is the 1 selling business planning software providing everything you need to produce a profession business plan that gets results. system requirements: cd-rom enclosed (no cd-rom with download only ...,,83.97,http://www.google.com/base/feeds/snippets/8354689508970608357
540,3d home architect home v.8by encore software,3d home architect home v.8by encore software,,33.92,http://www.google.com/base/feeds/snippets/2062975649512805986
541,encore software 10634 - 3d home architect home v.8 by,encore software 10634 : 3d home architect home v.8 by encore software - 10634,,33.97,http://www.google.com/base/feeds/snippets/4703701453618359906
542,eidos interactive 40022 tomb raider: legend ds 788687400220,eidos interactive 40022 tomb raider: legend ds 788687400220,,19.8,http://www.google.com/base/feeds/snippets/18395632346791388859
543,sims 2 open for business,system requirements: requires the full version of the sims 2 for mac os x to play. operating system: mac os x 10.3.9 or later cpu processor: powerpc g4/g5 or intel chipset cpu speed: 1.2ghz or faster memory: 256 mb or higher (512 mb recommended) ...,,34.99,http://www.google.com/base/feeds/snippets/7744548491761569898
544,palo alto software bpdx - palo alto business plan 2007 pro premier edition - complete product - business planning - 1 user - complete product - standard - pc,palo alto software bpdx : business plan pro 2007 is the 1 selling business planning software providing everything you need to produce a profession business plan that gets results. system requirements: cd-rom enclosed (no cd-rom with download only ...,,184.97,http://www.google.com/base/feeds/snippets/13692542638505368471
545,hewlett packard ba154aa dp open file agent win 5wkst ltu,dp open file agent win 5wkst ltu,,320.44,http://www.google.com/base/feeds/snippets/18376303388125635572
546,e-mu modern symphonic orchestra for emulator x and proteus x sounds for software,modern symphonic orchestra - 5 dvds of orchestral samples for emulator x and proteus x software modules the modern symphonic orchestra from e-mu is a comprehensive collection of orchestral string brass woodwind and percussion samples delivered on ...,,329.99,http://www.google.com/base/feeds/snippets/18207838499884290592
547,zoo tycoon for windows,everybody likes the zoo. and why not casual walks exotic animals and fried foods are good fun. managing a zoo of your very own is even better. zoo tycoon challenges you to build a zoo one path tile one iron-reinforced fence and one animal at a ...,,25.99,http://www.google.com/base/feeds/snippets/18422623903556262295
548,quicken 2007 premier win cd,quicken 2007 premier win cd,intuit,73.99,http://www.google.com/base/feeds/snippets/10090208868795399315
549,intuit quicken premier 2007 software for windows tax & finance software,quicken premier 2007 software for windows the quicken premier 2007 software for windows from intuit is a software package that is designed to help you track your personal finances. it allows you to create a budget schedule bill payments verify ...,,73.95,http://www.google.com/base/feeds/snippets/18177463782265275234
550,quicken home and business 2007 (pc) intuit,key features: manage personal finances manage business finances simplify taxes save time on your taxes ...,,89.99,http://www.google.com/base/feeds/snippets/10426833843056008758
551,intuit quicken home and business 2007 software for windows tax & finance software,quicken home and business 2007 software for windows the quicken home and business 2007 software for windows from intuit is a powerful finance application that features tools designed to manage finances for both home and business. the software ...,,89.95,http://www.google.com/base/feeds/snippets/12837108039205076533
552,intuit quicken basic 2007 software for windows tax & finance software,quicken basic 2007 software for windows the quicken basic 2007 software for windows from intuit is a software package that is designed to help you track your personal finances. it allows you to create a budget schedule bill payments verify accuracy ...,,29.95,http://www.google.com/base/feeds/snippets/3846293022585027470
553,quicken 2007 deluxe win cd,quicken 2007 deluxe win cd $20 end-user mail-in-rebate in the box from product launch thru november 30 2006.,intuit,57.99,http://www.google.com/base/feeds/snippets/10330893806550846255
554,intuit quicken deluxe 2007 software for windows tax & finance software,quicken deluxe 2007 software for windows the quicken deluxe 2007 software for windows from intuit is a software package that is designed to help you track your personal finances. it allows you to create a budget schedule bill payments verify ...,,54.95,http://www.google.com/base/feeds/snippets/12831181740691949409
555,intuit quicken 2007 macintosh,system requirements: operating system: mac os v10.3.9 mac os v10.4.5 or later (including tiger) hard disk space: 1 gb free hard disk space * some features require access to the internet. ** quickentry dashboard widget requires mac os v10.4.6 or ...,,69.99,http://www.google.com/base/feeds/snippets/17570801106897429429
556,intuit quicken mac 2007 software finance software,quicken mac 2007 software the quicken mac 2007 software from intuit is a suite of powerful tools that are designed to help you manage your personal finances. the software allows you to manage money track accounts optimize investments and organize ...,,69.95,http://www.google.com/base/feeds/snippets/3192985906364439341
557,make finale 2007 software music production software,finale 2007 - professional notation and score publishing software for mac os x and windows 2000/xp for the professional composer or music publisher producing and outputting music scores and instrumental parts finale 2007 from makemusic is the ...,,429.95,http://www.google.com/base/feeds/snippets/17326098494894452732
558,encore inc family tree maker v 16 essentials,family tree maker® essentials edition v16 is the 1 bestselling resource to create your family tree. easily compile organize and share your unique keepsake. bonus 3-month subscription to ancestry.com. system requirements: windows® 98s,,25.75,http://www.google.com/base/feeds/snippets/17896835956549874370
559,family tree maker version 16 deluxe (10870),family tree maker version 16 deluxe brand: encore mpn: 10870 variant name: family tree maker version 16 deluxe,,57.59,http://www.google.com/base/feeds/snippets/11816902045207686274
560,encore software 10671 - hoyle kids games - win 98 me 2000 xp,encore software 10671 : hoyle kids games is the ultimate gaming program made just for kids! packed with 15 all-time favorites - the excitement never ends! system requirements: windows 98se/me/2000 sp4/xp (home & pro) sp1¹ pentium ii 233 mhz 32mb ...,,7.69,http://www.google.com/base/feeds/snippets/14928650794745636736
561,the printshop v22 deluxe,overview create professional projects with all the tools you need in one complete package! this powerful version of the print shop deluxe is loaded with all of your favorite features and even more valuable tools and programs than ever before. ...,,29.9,http://www.google.com/base/feeds/snippets/10500380486679990055
562,encore software 10760 - chicken hunter wanted - win 98 me 2000 xp,encore software 10760 : lock and load! welcome to chicken hunter wanted where the chickens make their comeback in this hilarious wild wild west shootout! careful - their target s on you too! system requirements: windows 98se/me/2000 sp4/xp sp1* ...,,7.69,http://www.google.com/base/feeds/snippets/13278655414642608462
563,encore software 10669 - hoyle backgammon - win 98 me 2000 xp,encore software 10669 : hoyle the 1 best selling game authority revives yet another classic board game. hoyle backgammon is great for players of all levels! system requirements: windows 98se/me/2000 sp4/xp (home and pro) sp1¹ pentium ii 233mhz ...,,7.69,http://www.google.com/base/feeds/snippets/11611566315397308287
564,encore inc - 10669 - hoyle backgammon,hoyle the 1 best selling game authority revives yet another classic board game. hoyle backgammon is great for players of all levels! system requirements: windows® 98se/me/2000 sp4/xp (home and pro) sp1¹ pentium® ii 233mhz 32mb ram (,,7.17,http://www.google.com/base/feeds/snippets/18399328874850787866
565,encore software 10675 - hoyle casino 2007 - win 98 me 2000 xp,encore software 10675 : hoyle casino the best-selling casino game of all time offers excitement and challenge with over 500 variations of 16 of the most popular casino games. system requirements: windows 98se/me/2000 sp4/xp (home & pro) sp1 ...,,18.97,http://www.google.com/base/feeds/snippets/4675262861576384624
566,encore inc print shop 22 deluxe,new! version 22. everything you need to create fantastic print projects including powerful new photo editing features to make the most of your photos. system requirements: windows® 2000 sp4/xp (home and pro) sp1³ pentium® iii 500mhz p,,42.69,http://www.google.com/base/feeds/snippets/17357728675180341663
567,phantom efx reel deal slots mystic forest,fantasy: the best just keeps getting better! this hot new game is busting at the seams with bonus rounds superior sound and graphics and the quality fans have come to love from phantom efx. high-level concept: the most r,,17.24,http://www.google.com/base/feeds/snippets/18264562147667335719
568,encore software 10673 - hoyle casino 2007 - win 98 me 2000 xp,encore software 10673 : hoyle casino the best-selling casino game of all time offers excitement and challenge with over 500 variations of 16 of the most popular casino games. system requirements: windows 98se/me/2000 sp4/xp (home & pro) sp1 ...,,18.97,http://www.google.com/base/feeds/snippets/13799844440134110129
569,mariner montage screenwriting software,minimum system requirements: mac os x 10.3.9 or higher 128 mb memory 20 mb disk space g4 processor or higher,,125.99,http://www.google.com/base/feeds/snippets/747897289202016262
570,apple logic express 7.2 upgrade from v.6,top reasons to get logic express 7.2 universal compatibility: logic express 7.2 is a universal application which means it's designed to run natively on both intel- and powerpc-based macs. stay compatible as apple continues to deliver new ...,,99.99,http://www.google.com/base/feeds/snippets/13919947739364726744
573,global software a4124m2h - dk exotic animals africa - win 95 98 2000 xp,global software a4124m2h : animals of afica is an interactive multimedia virtual zoofari tour that brings you into the deepest depths of africa to watch the wild animals of the terrain come alive. safari on through hours of enjoyment with this easy ...,,9.08,http://www.google.com/base/feeds/snippets/15544999546747963941
574,global software a9716jcw - crossword addict - win 95 98 me 2000 xp,global software a9716jcw : this unique program allows crossword puzzle addicts to take their basic love of puzzles customize the interface to suit their preferences and add a series of interesting extra challenges. features 480 puzzles,,8.79,http://www.google.com/base/feeds/snippets/9639435771556038530
575,dramatica pro 4 for pc,for pc media format cd dramatica pro acts as your creative-writing partner. helps you solve the plots & character problems that prevent good stories from being sold assists you from the initial idea all the way through to the completed narrative ...,,249.99,http://www.google.com/base/feeds/snippets/18419564278412211145
576,intuit quickbooks pro 2007 software for windows tax & finance software,quickbooks pro 2007 software for windows the quickbooks pro 2007 software for windows from intuit is a bookkeeping application designed for small to medium-sized businesses. it allows you to print checks and pay bills. you can also use the software ...,,179.95,http://www.google.com/base/feeds/snippets/4699273716641936158
577,intuit inc 299529 qb prem mfg & whlesle 07 (intuit inc 299529),intuit inc 299529 - flat $5 shipping! 14 in stock as of 08/13/07 06:58 pm. avoid backorders with us!,,335.99,http://www.google.com/base/feeds/snippets/18387306349260922373
578,intuit quickbooks premier professional services edition 2007 software - win tax & finance software,quickbooks premier professional services edition 2007 software for windows the quickbooks premier professional services edition 2007 software for windows from intuit is a bookkeeping application designed specifically for professional service firms. ...,,349.95,http://www.google.com/base/feeds/snippets/15555806239483804720
579,intuit inc quickbooks premier edition 2007 5 user,quickbooks: premier edition 2007 offers industry-specific and business planning tools tailored to your business type along with saving you time on routine accounting tasks premier makes it simple to monitor business performance build forecasts and ...,,1309.31,http://www.google.com/base/feeds/snippets/17956249157120493393
580,learning quickbooks 2007,learning quickbooks 2007,intuit,38.99,http://www.google.com/base/feeds/snippets/11125907881740407428
581,learning quickbooks (pc) intuit,key features: get information work efficiently gain confidence for windows 2000/xp/vista ...,,39.99,http://www.google.com/base/feeds/snippets/11409582066977374017
582,quickbooks simple start 2007 intuit,key features: track sales and expenses user-friendly organized data instant reports...,,99.99,http://www.google.com/base/feeds/snippets/13631557261313424700
583,intuit quickbooks simple start edition 2007 software for windows tax & finance software,quickbooks simple start edition 2007 software for windows the quickbooks simple start edition 2007 software for windows from intuit is a bookkeeping application designed for small businesses. it allows you to print checks and pay bills. you can also ...,,83.95,http://www.google.com/base/feeds/snippets/5250375660251099807
584,qb pos 6.0 basic software,qb pos 6.0 basic retail mngmt software. for retailers who need basic inventory sales and customer tracking.,intuit,637.99,http://www.google.com/base/feeds/snippets/11343515411965421256
585,intuit quickbooks customer manager 2.5 for windows tax & finance software,quickbooks customer manager 2.5 for windows the quickbooks customer manager 2.5 for windows from intuit is a software package that is designed to allow quickbooks software to share customer data with microsoft outlook. customer manager can be used ...,,79.95,http://www.google.com/base/feeds/snippets/9117876336691363711
586,intuit quickbooks pro 2007 software for mac finance software,quickbooks pro 2007 software for mac the quickbooks pro 2007 software for mac from intuit is a bookkeeping application designed for small to medium-sized businesses. it allows you to print checks and pay bills. you can also use the software to ...,,189.95,http://www.google.com/base/feeds/snippets/16573354058682977088
587,intuit quickbooks pro 2007 for mac,recommended system configuration computer: macintosh with g4 g5 or intel core processor operating system: mac 0s x v10.4.7 memory: 256 mb installed ram hard disk space: at least 100 mb of free disk space monitor: color monitor with 1280x854 minimum ...,,185.99,http://www.google.com/base/feeds/snippets/16714036815187031033
588,qb credit card kit 3.0,quickbooks credit card kit v3.0 (2007),intuit,25.99,http://www.google.com/base/feeds/snippets/12949835105262366018
589,dora the explorer: dora world adventures pc cd-rom,travel around the world with dora and swiper to recover the missing friendship day parades all over the world. meet new friends and overcome pre-school-appropriate challenges as you explore activities and games from china tanzania russia and ...,,19.99,http://www.google.com/base/feeds/snippets/12905177887993533095
590,microsoft windows vista business (pc),key features: for business efficiency reliability and security easy navigation enhanced connectivity ...,,299.99,http://www.google.com/base/feeds/snippets/12116763117328044444
591,microsoft windows vista business retail no open box returns,system requirements pc with pentium 1 ghz 32-bit (x86) or 64-bit (x64) processor 1 gb of ram or more recommended 40 gb of available hard-disk space and requires an additional 15 gb of available hard-disk space. graphics process unit windows aero ...,,299.99,http://www.google.com/base/feeds/snippets/13321642681501377375
592,microsoft windows vista ultimate retail no open box returns,system requirements pc with pentium 1 ghz 32-bit (x86) or 64-bit (x64) processor 1 gb of ram or more recommended 40 gb of available hard-disk space and requires an additional 15 gb of available hard-disk space. graphics process unit windows aero ...,,399.99,http://www.google.com/base/feeds/snippets/7882287499485291732
593,corel corporation corel snapfire plus,ignite photo fun with corel snapfire plus! this easy-to-use software helps you easily retouch photos like a pro share them in new entertaining ways backup your collection and so much more! system requirements: windows xp wind,,37.2,http://www.google.com/base/feeds/snippets/16905793691117512235
594,microsoft excel 2007 (pc),key features: better spreadsheets spreadsheet analysis share information effectively manage info ...,,229.95,http://www.google.com/base/feeds/snippets/12219649046294237633
595,microsoft word 2007 upgrade (pc),key features: professional content share your documents business integration better manage content...,,109.95,http://www.google.com/base/feeds/snippets/12218017436042377109
596,microsoft w87-02380 office sbe 2007 win32,office sbe 2007 win32,,400.34,http://www.google.com/base/feeds/snippets/18395554978346558556
597,microsoft office outlook 2007,key features: manages time and info works with sharepoint enhanced search one-click functionality create internet calendars enhanced security ...,,109.95,http://www.google.com/base/feeds/snippets/9255722138583214734
598,microsoft onenote 2007 (pc),key features: gather and organize notes search efficiently work more effectively synchronize info ...,,99.95,http://www.google.com/base/feeds/snippets/11114112522015930440
599,microsoft office visio standard 2007 (pc),key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...,,249.95,http://www.google.com/base/feeds/snippets/9807438286656285076
600,microsoft office visio standard 2007 upgrade (pc),key features: visualize complex info pro-quality designs convenient templates communicate using diagrams works w/ other office apps highly customizable ...,,129.95,http://www.google.com/base/feeds/snippets/13673799320876526338
601,microsoft windows vista home basic upgrade (pc),key features: easy to set up and use improved reliability added security parental controls ...,,99.99,http://www.google.com/base/feeds/snippets/18394964067436310447
602,mcafee internet security suite 2007 3-user (pc),key features: protect up to three pcs stop viruses block spyware stop hackers secure your identity protect children online...,,89.99,http://www.google.com/base/feeds/snippets/11153480872220659485
603,mcafee inc total protection 2007 3-user,mcafee® total protection peace of mind for your entire family today the variety of threats to your pc fi les and online identity is bewildering.viruses spyware hackers spam and emailscams online predators identitythie,,92.51,http://www.google.com/base/feeds/snippets/17771223071817478541
604,mcafee virusscan plus 2007 (pc),key features: 3-in-1 protection simple to use constant protection...,,39.99,http://www.google.com/base/feeds/snippets/12068923163500219493
605,encore software 10731 - the print shop 22 pro publisherdeluxe sb cs by the print shop,encore software 10731 : encore software the print shop 22 pro publisherdeluxe sb cs by the print shop - 10731,,81.97,http://www.google.com/base/feeds/snippets/14520556770161082452
606,encore software 11253 - brain food games: cranium collection 2006 sb cs by encore,encore software 11253 : brain food games: cranium collection 2006 sb cs by encore - 11253,,17.97,http://www.google.com/base/feeds/snippets/15401280256033043239
607,encore software 10741 - the print shop 22 deluxe sb cs by the print shop,encore software 10741 : new! the print shop 22 deluxe offers the best in total personal creativity. 350000+ images & graphics plus 20000+ project templates! packed with new features and tools you have everything you need for satisfy your creative ...,,42.97,http://www.google.com/base/feeds/snippets/5655410586169835557
608,encore software 10861 - family tree maker version 16 collectors edition sb cs,encore software 10861 : encore software family tree maker version 16 collectors edition sb cs - 10861,,81.97,http://www.google.com/base/feeds/snippets/4811212829822917671
609,encore software 10931 - the print shop design suite proed sb cs by the print shop,encore software 10931 : encore software the print shop design suite proed sb cs by the print shop - 10931 specifications : manufacturer : encore inc manufacturer part number : 10931,,105.97,http://www.google.com/base/feeds/snippets/15481209573698256416
610,avanquest usa llc britannica deluxe,encyclopædia britannica deluxe gives you the resources you need to explore the world in a fun and easy way. designed for adults and students alike this comprehensive reference library provides you with the most complete up-to date and in-depth ...,,26.11,http://www.google.com/base/feeds/snippets/16622880533554607802
611,encore software 11280 - monopoly 3 - win 98 me 2000 xp,encore software 11280 : monopoly brings the classic board game to life! you ll be entertained for hours as you try to bankrupt your opponents and stay out of jail! system requirements: operating system: windows(r) 98/me/xp processor: pentium(r) ii ...,,7.69,http://www.google.com/base/feeds/snippets/16674697281415587384
612,encore inc monopoly 3,monopoly brings the classic board game to life! you'll be entertained for hours as you try to bankrupt your opponents and stay out of jail! system requirements: operating system: windows(r) 98/me/xp processor: pentium(r) ii 333 mhz memory: 3,,7.17,http://www.google.com/base/feeds/snippets/17476622898499473532
613,encore software 11180 - monopoly here & now - win 98 me 2000 xp,encore software 11180 : this special anniversary edition celebrates 70 years of the world s most popular board game with a modern day equivalent to the traditional game. system requirements: operating system: windows(r) 98/me/xp processor: pentium(r ...,,18.97,http://www.google.com/base/feeds/snippets/9852496278444342781
614,encore software 11630 - monopoly tycoon - win 98 me 2000 xp,encore software 11630 : monopoly tycoon rolls simulation and strategy into one game! build businesses and watch your profits grow in real-time! don t stop until you own it all! system requirements: minimum system requirements: operating system: ...,,7.69,http://www.google.com/base/feeds/snippets/9685850187894108398
615,encore software 11272 - hasbro: family collection (2006) - win 98 me 2000 xp,encore software 11272 : hasbro family collection features only the best-selling hasbro titles of all time - there sa game for everyone in the entire family! system requirements: operating system: windows(r) 95/98/me/xp processor: pentium(r) ii 333 ...,,18.97,http://www.google.com/base/feeds/snippets/2710470763365986624
616,encore software 11430 - axis & allies collectors edition - win 98 me 2000 xp,encore software 11430 : axis & allies puts wwii in your hands! direct land sea and air units and experience the most epic battles in real time! system requirements: operating system: windows 98se/me/2000/xp processor: pentium iii 1.5 ghz (pentium ...,,18.97,http://www.google.com/base/feeds/snippets/11038012533329162078
617,encore software 11620 - axis & allies - win 98 me 2000 xp,encore software 11620 : axis & allies jc puts wwii in your hands! direct land sea and air units and experience the most epic battles in real time! system requirements: operating system: windows 98se/me/2000/xp processor: pentium iii 1.5 ghz ( ...,,7.69,http://www.google.com/base/feeds/snippets/3752772644614152917
618,encore software 11190 - scrabble - win 98 me 2000 xp,encore software 11190 : take the challenge of making the best use of 7 letter tiles for just the right combiantion of wordplay competition and fun. system requirements: operating system: windows 98/me/xp processor: pentium ii 333 mhz memory: 32 mb ...,,18.97,http://www.google.com/base/feeds/snippets/8050702989930375401
619,apple apple mac os x server 10 4 7 10 client,full version package type: retail for 10 client/s 1 server/s cd-rom dvd-rom mpn: ma613za,,499.0,http://www.google.com/base/feeds/snippets/18422892267475594445
620,apple mac os x server tiger - unlimited apple & mac software,mac os x server tiger software - unlimited v10.4 the mac os x server v10.4 software - unlimited client license from apple takes the powerful os x operating platform into a server environment. os x server is true 64-bit platform built around a unix ...,,998.95,http://www.google.com/base/feeds/snippets/1829125396804686622
621,encore software 11050 - hoyle 4-pack 2006 - win 98 me 2000 xp,encore software 11050 : system requirements: windows 98se/me/2000 sp4/xp sp 1 pentium iii 450 mhz 16mb ram (64mb for xp) 600 mb hard disk space nvidia geforce 2 mx graphics card with 32mb memory and 1024x768 screen resolution directx 9.0c ...,,18.97,http://www.google.com/base/feeds/snippets/16558385795268912766
622,autocad 2007 coursewarecustomizing the interface,autocad 2007 coursewarecustomizing the interface,,39.69,http://www.google.com/base/feeds/snippets/18417354130985846422
623,zonealarm internet security suite 2007 (pc) zonelabs,key features: all-in-one protection antivirus protection identity theft protection firewalls e-mail security parental control...,,49.99,http://www.google.com/base/feeds/snippets/11022538834870557563
624,power production storyboard quick 5 software for mac and windows animation software,storyboard quick 5 software for mac and windows storyboard quick 5 from power production is a quick and easy way to create storyboards for film music videos commercials and other projects. the software is simple to use and features pre-drawn props ...,,299.0,http://www.google.com/base/feeds/snippets/10217306837122444015
625,encore software 11140 - fate - win 2000 xp,encore software 11140 : live the adventurer's life in this character-based fantasy game. choose your character and pet companion as you journey through limitless caverns dungeons and tunnels and determine your destiny. system requirements: windows ...,,18.97,http://www.google.com/base/feeds/snippets/15030217405491356248
626,encore software 11230 - hoyle bridge club - win 2000 xp,encore software 11230 : the 1 name in gaming delivers the only branded bridge product available. select a deck and start your bidding! system requirements: windows 2000 sp4/xp (home and pro) sp2¹ pentium 266 mhz processor or faster 128 mb ram 640 ...,,26.97,http://www.google.com/base/feeds/snippets/8519495523069900652
